filename,width,height,num_boxes
potholes355.png,400,400,2
potholes356.png,400,300,2
potholes357.png,400,300,1
potholes358.png,400,400,1
potholes359.png,400,400,1
potholes36.png,400,400,1
potholes360.png,400,400,2
potholes361.png,400,400,1
potholes362.png,534,300,8
potholes363.png,400,400,1
potholes364.png,400,400,3
potholes365.png,464,300,1
potholes366.png,400,300,4
potholes367.png,450,300,3
potholes368.png,366,300,13
potholes369.png,400,300,3
potholes37.png,400,400,2
potholes370.png,533,300,5
potholes371.png,533,300,6
potholes372.png,300,369,1
potholes373.png,489,300,1
potholes374.png,450,300,1
potholes375.png,450,300,1
potholes376.png,300,400,2
potholes377.png,533,300,1
potholes378.png,533,300,1
potholes379.png,544,300,1
potholes38.png,533,300,2
potholes380.png,400,400,3
potholes381.png,400,300,1
potholes382.png,450,300,3
potholes383.png,400,400,2
potholes384.png,400,400,2
potholes385.png,400,400,2
potholes386.png,400,400,2
potholes387.png,533,300,1
potholes388.png,400,400,1
potholes389.png,400,400,2
potholes39.png,480,300,14
potholes390.png,450,300,3
potholes391.png,400,300,4
potholes392.png,401,300,1
potholes393.png,400,400,3
potholes394.png,533,300,5
potholes395.png,400,400,1
potholes396.png,407,300,10
potholes397.png,400,400,4
potholes398.png,400,400,1
potholes399.png,517,300,2
potholes4.png,400,300,2
potholes40.png,400,400,1
potholes400.png,400,400,4
potholes401.png,400,400,1
potholes402.png,435,300,2
potholes403.png,300,399,3
potholes404.png,400,400,1
potholes405.png,480,300,2
potholes406.png,534,300,1
potholes407.png,400,300,1
potholes408.png,400,199,1
potholes409.png,536,300,4
potholes41.png,491,300,1
potholes410.png,400,175,2
potholes411.png,396,300,8
potholes412.png,300,300,1
potholes413.png,534,300,1
potholes414.png,450,300,1
potholes415.png,400,300,5
potholes416.png,533,300,1
potholes417.png,450,300,5
potholes418.png,533,300,4
potholes419.png,451,300,1
potholes42.png,400,300,9
potholes420.png,400,400,1
potholes421.png,400,400,1
potholes422.png,400,300,1
potholes423.png,400,400,1
potholes424.png,400,400,1
potholes425.png,451,300,3
potholes426.png,450,300,1
potholes427.png,400,400,7
potholes428.png,400,400,2
potholes429.png,544,300,1
potholes43.png,400,400,2
potholes430.png,400,400,2
potholes431.png,534,300,4
potholes432.png,400,400,1
potholes433.png,300,450,8
potholes434.png,400,300,9
potholes435.png,400,400,2
potholes436.png,400,400,1
potholes437.png,400,300,4
potholes438.png,400,400,1
potholes439.png,400,400,2
potholes44.png,400,400,1
potholes440.png,400,400,3
potholes441.png,400,400,3
potholes442.png,533,300,1
potholes443.png,450,300,3
potholes444.png,400,400,4
potholes445.png,400,300,6
potholes446.png,300,400,5
potholes447.png,400,156,1
potholes448.png,401,300,2
potholes449.png,426,300,5
potholes45.png,409,300,5
potholes450.png,482,300,1
potholes451.png,470,300,3
potholes452.png,300,403,3
potholes453.png,400,300,1
potholes454.png,458,300,8
potholes455.png,453,300,1
potholes456.png,427,300,2
potholes457.png,300,400,16
potholes458.png,533,300,2
potholes459.png,450,300,3
potholes46.png,400,300,2
potholes460.png,400,400,2
potholes461.png,400,400,1
potholes462.png,534,300,1
potholes463.png,400,400,5
potholes464.png,400,400,1
potholes465.png,400,400,1
potholes466.png,400,400,1
potholes467.png,533,300,5
potholes468.png,509,300,8
potholes469.png,400,400,2
potholes47.png,400,400,3
potholes470.png,533,300,1
potholes471.png,400,400,1
potholes472.png,533,300,1
potholes473.png,457,300,6
potholes474.png,535,300,3
potholes475.png,400,300,1
potholes476.png,400,400,2
potholes477.png,400,400,4
potholes478.png,360,300,2
potholes479.png,400,400,1
potholes48.png,400,400,1
potholes480.png,400,400,2
potholes481.png,400,400,2
potholes482.png,400,400,2
potholes483.png,400,400,11
potholes484.png,400,400,2
potholes485.png,400,400,2
potholes486.png,303,300,6
potholes487.png,300,300,1
potholes488.png,400,400,1
potholes489.png,400,300,5
potholes49.png,400,400,2
potholes490.png,494,300,1
potholes491.png,449,300,2
potholes492.png,443,300,1
potholes493.png,514,300,2
potholes494.png,533,300,1
potholes495.png,533,300,1
potholes496.png,425,300,1
potholes497.png,400,300,1
potholes498.png,452,300,5
potholes499.png,534,300,7
potholes5.png,400,400,1
potholes50.png,400,400,1
potholes500.png,450,300,1
potholes501.png,449,300,5
potholes502.png,450,300,2
potholes503.png,401,300,2
potholes504.png,300,357,1
potholes505.png,450,300,13
potholes506.png,400,400,5
potholes507.png,400,400,1
potholes508.png,571,300,2
potholes509.png,400,400,3
potholes51.png,400,400,1
potholes510.png,400,400,1
potholes511.png,400,400,4
potholes512.png,400,400,1
potholes513.png,400,400,1
potholes514.png,400,400,2
potholes515.png,400,400,1
potholes516.png,404,300,2
potholes517.png,400,300,3
potholes518.png,400,400,3
potholes519.png,447,300,6
potholes52.png,400,400,1
potholes520.png,300,300,19
potholes521.png,533,300,1
potholes522.png,450,300,2
potholes523.png,450,300,2
potholes524.png,400,400,1
potholes525.png,400,400,4
potholes526.png,532,300,7
potholes527.png,400,300,2
potholes528.png,400,400,2
potholes529.png,400,400,1
potholes53.png,450,300,5
potholes530.png,400,400,1
potholes531.png,400,400,2
potholes532.png,400,400,1
potholes533.png,400,400,1
potholes534.png,450,300,7
potholes535.png,400,184,8
potholes536.png,400,400,2
potholes537.png,400,400,3
potholes538.png,400,300,5
potholes539.png,457,300,1
potholes54.png,300,533,1
potholes540.png,450,300,1
potholes541.png,400,300,2
potholes542.png,345,300,4
potholes543.png,450,300,1
potholes544.png,450,300,3
potholes545.png,455,300,3
potholes546.png,400,300,1
potholes547.png,533,300,4
potholes548.png,400,200,1
potholes549.png,400,300,3
potholes55.png,400,400,1
potholes550.png,402,300,2
potholes551.png,300,400,1
potholes552.png,400,400,5
potholes553.png,534,300,1
potholes554.png,400,400,1
potholes555.png,400,400,1
potholes556.png,464,300,2
potholes557.png,400,400,2
potholes558.png,400,400,1
potholes559.png,400,400,2
potholes56.png,400,400,3
potholes560.png,400,400,1
potholes561.png,400,400,2
potholes562.png,400,300,2
potholes563.png,400,400,2
potholes564.png,400,300,1
potholes565.png,450,300,1
potholes566.png,400,400,2
potholes567.png,450,300,1
potholes568.png,481,300,1
potholes569.png,400,300,1
potholes57.png,400,176,1
potholes570.png,336,300,3
potholes571.png,400,300,1
potholes572.png,400,400,1
potholes573.png,400,178,2
potholes574.png,527,300,7
potholes575.png,400,400,5
potholes576.png,400,400,2
potholes577.png,400,400,1
potholes578.png,400,400,3
potholes579.png,400,400,3
potholes58.png,400,300,3
potholes580.png,400,400,3
potholes581.png,400,400,1
potholes582.png,399,300,1
potholes583.png,400,400,3
potholes584.png,400,400,4
potholes585.png,600,300,2
potholes586.png,450,300,2
potholes587.png,450,300,1
potholes588.png,451,300,2
potholes589.png,453,300,1
potholes59.png,450,300,1
potholes590.png,533,300,4
potholes591.png,400,300,2
potholes592.png,540,300,1
potholes593.png,533,300,1
potholes594.png,450,300,1
potholes595.png,533,300,1
potholes596.png,451,300,2
potholes597.png,450,300,7
potholes598.png,300,400,1
potholes599.png,451,300,3
potholes6.png,400,400,1
potholes60.png,449,300,1
potholes600.png,400,400,2
potholes601.png,450,300,2
potholes602.png,450,300,1
potholes603.png,400,400,1
potholes604.png,400,400,2
potholes605.png,400,400,1
potholes606.png,400,400,3
potholes607.png,400,400,2
potholes608.png,400,400,1
potholes609.png,400,400,2
potholes61.png,533,300,1
potholes610.png,400,300,7
potholes611.png,400,400,3
potholes612.png,400,400,1
potholes613.png,400,300,2
potholes614.png,449,300,1
potholes615.png,521,300,3
potholes616.png,503,300,2
potholes617.png,540,300,2
potholes618.png,450,300,5
potholes619.png,400,400,3
potholes62.png,533,300,2
potholes620.png,400,400,1
potholes621.png,400,300,17
potholes622.png,464,300,1
potholes623.png,400,400,2
potholes624.png,400,400,4
potholes625.png,400,400,3
potholes626.png,400,400,2
potholes627.png,400,400,1
potholes628.png,400,400,2
potholes629.png,533,300,7
potholes63.png,300,356,6
potholes630.png,427,300,11
potholes631.png,400,400,1
potholes632.png,400,400,2
potholes633.png,450,300,2
potholes634.png,425,300,7
potholes635.png,533,300,3
potholes636.png,533,300,5
potholes637.png,450,300,2
potholes638.png,600,300,1
potholes639.png,482,300,1
potholes64.png,462,300,1
potholes640.png,400,300,5
potholes641.png,400,300,2
potholes642.png,300,400,1
potholes643.png,453,300,3
potholes644.png,300,300,1
potholes645.png,533,300,1
potholes646.png,533,300,1
potholes647.png,451,300,3
potholes648.png,400,400,2
potholes649.png,452,300,3
potholes65.png,533,300,1
potholes650.png,533,300,3
potholes651.png,400,400,1
potholes652.png,472,300,1
potholes653.png,400,400,1
potholes654.png,400,400,1
potholes655.png,400,400,1
potholes656.png,400,400,6
potholes657.png,400,400,1
potholes658.png,300,400,3
potholes659.png,400,400,2
potholes66.png,439,300,1
potholes660.png,400,400,1
potholes661.png,455,300,2
potholes662.png,400,400,1
potholes663.png,459,300,2
potholes664.png,534,300,1
potholes67.png,479,300,1
potholes68.png,447,300,14
potholes69.png,400,400,2
potholes7.png,400,400,1
potholes70.png,529,300,1
potholes71.png,400,400,1
potholes72.png,400,400,2
potholes73.png,451,300,5
potholes74.png,400,400,2
potholes75.png,400,400,5
potholes76.png,400,400,2
potholes77.png,400,400,2
potholes78.png,400,400,1
potholes79.png,451,300,2
potholes8.png,400,400,3
potholes80.png,400,400,1
potholes81.png,498,300,9
potholes82.png,450,300,4
potholes83.png,400,400,2
potholes84.png,400,300,3
potholes85.png,400,400,7
potholes86.png,400,300,5
potholes87.png,533,300,5
potholes88.png,400,400,3
potholes89.png,400,400,1
potholes9.png,400,400,1
potholes90.png,400,400,2
potholes91.png,400,400,2
potholes92.png,400,400,1
potholes93.png,400,400,1
potholes94.png,400,400,2
potholes95.png,400,300,4
potholes96.png,400,400,1
potholes97.png,400,400,4
potholes98.png,600,300,1
potholes99.png,480,300,5
